id,word,polarity
7283,intelligente,positive
7284,intelligibilité,positive
7285,intempestif,negative
7286,intenable,negative
7287,intendance,positive
7288,intendant,positive
7289,intendant|intendante,positive
7290,intensément,positive
7291,intention,positive
7292,intentionnel,negative
7293,interaction,positive
7294,intercéder,negative
7295,intercepter,positive
7296,interception,positive
7297,intercession,positive
7298,interchangeable,positive
7299,interdépendance,negative
7300,interdépendant,negative
7301,interdiction,negative
7302,interdire,negative
7303,intéressant,positive
7304,intéresser,positive
7305,intérêt,positive
7306,interférence,negative
7307,interférences,negative
7308,interféromètre,negative
7309,interfonctionnement,positive
7310,intérieur,positive
7311,intérieurement,positive
7312,intérimaire,positive
7313,interlocutoire,positive
7314,interloquer,positive
7315,interlude,positive
7316,intermède,positive
7317,intermédiaire,positive
7318,interminable,negative
7319,intermittent,positive
7320,international,positive
7321,interne,positive
7322,internement,negative
7323,interphone,positive
7324,interpolation,positive
7325,interpoler,positive
7326,interprétation,positive
7327,interprète,positive
7328,interpréter,positive
7329,interrogateur,negative
7330,interrogatoire,negative
7331,interroger,negative
7332,interrompre,negative
7333,interrupteur,positive
7334,interruption,negative
7335,intersection,positive
7336,intervalle,positive
7337,intervention,positive
7338,interview,positive
7339,interviewer,positive
7340,intervieweur,positive
7341,intestat,negative
7342,intestin,negative
7343,intestinal,negative
7344,inti,negative
7345,intime,positive
7346,intimement,positive
7347,intimidation,negative
7348,intimider,negative
7349,intituler,positive
7350,intolérable,negative
7351,intolérance,negative
7352,intolérant,negative
7353,intollerant,negative
7354,intonation,positive
7355,intraitable,negative
7356,intransigeant,negative
7357,intrépide,positive
7358,intrépidité,positive
7359,intrigant,positive
7360,intriguer,negative
7361,intrinsèque,positive
7362,intrinsèquement,positive
7363,introductif,positive
7364,introduction,positive
7365,introduire,positive
7366,introspectif,positive
7367,introspection,positive
7368,introversion,negative
7369,introverti,negative
7370,intrud,negative
7371,intrus,negative
7372,intrusif,negative
7373,intrusion,negative
7374,intuitif,positive
7375,intuition,positive
7376,intuitivement,positive
7377,inutile,negative
7378,inutiles,negative
7379,inutilisé,negative
7380,invaincu,positive
7381,invalidation,negative
7382,invalide,negative
7383,invalider,negative
7384,invalidité,negative
7385,invariable,positive
7386,invariablement,positive
7387,invasion,negative
7388,invective,negative
7389,inventaire,positive
7390,inventeur,positive
7391,inventif,positive
7392,inverse,negative
7393,inversement,negative
7394,inverser,negative
7395,inversion,negative
7396,investigateur,positive
7397,investigation,positive
7398,investisseur,positive
7399,investiture,positive
7400,invigor,positive
7401,invincible,positive
7402,invisibilité,negative
7403,invisible,negative
7404,invitation,positive
7405,inviter,positive
7406,invivable,negative
7407,invocation,positive
7408,involontaire,negative
7409,involontairement,negative
7410,involution,positive
7411,invoquer,positive
7412,irascibilité,negative
7413,ire,negative
7414,iris,positive
7415,iriser,positive
7416,irk,negative
7417,irlandais,negative
7418,ironie,negative
7419,ironique,negative
7420,irradiation,negative
7421,irradier,positive
7422,irrassasiable,negative
7423,irrationalité,negative
7424,irrationnel,negative
7425,irrationnelle,negative
7426,irréaliste,negative
7427,irrecevable,negative
7428,irréductible,positive
7429,irréel,negative
7430,irréfléchi,negative
7431,irréfléchie,negative
7432,irréfutable,positive
7433,irrégularité,negative
7434,irrégulier,negative
7435,irrégulière,negative
7436,irrégulièrement,negative
7437,irréparable,negative
7438,irrépressible,positive
7439,irréprochable,positive
7440,irrésistible,positive
7441,irrésistiblement,positive
7442,irrespect,negative
7443,irrespectueux,negative
7444,irrespirabilité,negative
7445,irresponsable,negative
7446,irrévérencieux,negative
7447,irréversible,negative
7448,irrévocabilité,negative
7449,irrévocable,negative
7450,irrigation,positive
7451,irriguer,positive
7452,irritabilité,negative
7453,irritable,negative
7454,irritant,negative
7455,irritation,negative
7456,irriter,negative
7457,isolant,positive
7458,isolat,negative
7459,isolation,positive
7460,isolement,negative
7461,isoler,negative
7462,isomorphisme,positive
7463,isothermique,positive
7464,issue,positive
7465,itératif,positive
7466,itération,positive
7467,itérer,positive
7468,itinéraire,positive
7469,itinérant,positive
7470,ivoire,positive
7471,ivre,negative
7472,ivresse,negative
7473,jacasser,negative
7474,jachère,negative
7475,jacinthe,positive
7476,jackpot,positive
7477,jacquet,positive
7478,jade,positive
7479,jadis,positive
7480,jaguar,negative
7481,jaillissement,positive
7482,jalon,positive
7483,jalouser,negative
7484,jalousie,negative
7485,jaloux,negative
7486,jambe,positive
7487,jambier|jambière,positive
7488,jambon,positive
7489,jante,positive
7490,japon,positive
7491,jappement,negative
7492,japper,negative
7493,jar|jars,positive
7494,jardin,positive
7495,jardinage,positive
7496,jardiner,positive
7497,jardinier,positive
7498,jargon,negative
7499,jarni,positive
7500,jarre,positive
7501,jarret,positive
7502,jarretelle,positive
7503,jarretière,positive
7504,jaspe,positive
7505,jauge,positive
7506,jaugeage,positive
7507,jauger,positive
7508,jaune,positive
7509,jaunisse,negative
7510,javelot,negative
7511,jean,positive
7512,jeep,positive
7513,jeter,negative
7514,jeton,positive
7515,jeune,positive
7516,jeûne,negative
7517,jeunesse,positive
7518,jingle,positive
7519,joaillerie,positive
7520,joaillier,positive
7521,jockey,positive
7522,jogging,positive
7523,joie,positive
7524,joindre,positive
7525,jointure,positive
7526,joker,positive
7527,joli,positive
7528,jolie,positive
7529,joll,positive
7530,jonc,positive
7531,jonction,positive
7532,jonglage,positive
7533,jongler,positive
7534,jonglerie,positive
7535,jonque,negative
7536,joue,positive
7537,joué,positive
7538,jouer,positive
7539,jouet,positive
7540,joueur,negative
7541,joug,positive
7542,jouissance,positive
7543,jour,positive
7544,journal,positive
7545,journalisme,positive
7546,journaliste,positive
7547,journée,positive
7548,jovial,positive
7549,jovialité,positive
7550,joyau,positive
7551,joyeusement,positive
7552,joyeuses|joyeux,positive
7553,joyeux,positive
7554,jubilaire,positive
7555,jubilation,positive
7556,jubiler,positive
7557,juchoir,positive
7558,judiciaire,positive
7559,judicieux,positive
7560,juge,positive
7561,jugeote,positive
7562,juger,negative
7563,jumeau,positive
7564,jumelle,positive
7565,jument,positive
7566,jungle,negative
7567,junior,positive
7568,junte,negative
7569,jupe,positive
7570,jura,negative
7571,jure,negative
7572,juridiction,positive
7573,juridique,positive
7574,jurisprudence,positive
7575,juriste,positive
7576,juron,negative
7577,jury,positive
7578,jus,positive
7579,juste,positive
7580,justesse,positive
7581,justice,positive
7582,justifiable,positive
7583,justificatif,positive
7584,justification,positive
7585,justifier,positive
7586,jute,negative
7587,juteux,positive
7588,juvenile,negative
7589,juvénile,negative
7590,juxtaposition,positive
7591,kaiser,positive
7592,kaki,negative
7593,kaléidoscope,positive
7594,kangourou,positive
7595,kanji,positive
7596,karma,positive
7597,kayak,positive
7598,kérosène,negative
7599,khan,positive
7600,kick,negative
7601,kidnapper,negative
7602,Kiffe,positive
7603,kilogramme,positive
7604,kilométrage,positive
7605,kilomètre,positive
7606,kilt,positive
7607,kimono,positive
7608,kindn,positive
7609,kiosque,positive
7610,kiss,positive
7611,kit,positive
7612,klaxonner,negative
7613,Ko,negative
7614,kris,negative
7615,kyste,negative
7616,kystique,negative
7617,l'abattage,negative
7618,labeur,negative
7619,labo,positive
7620,laboratoire,positive
7621,laborieux,negative
7622,labour,positive
7623,labourage,positive
7624,labourer,positive
7625,l'abus,negative
7626,labyrinthe,negative
7627,lac,positive
7628,lâche,negative
7629,lâchement,negative
7630,lâcheté,negative
7631,laconique,negative
7632,lacrosse,positive
7633,lacté,positive
7634,lagon,positive
7635,laïcité,positive
7636,laid,negative
7637,laidback,positive
7638,laideur,negative
7639,laine,positive
7640,laineur|laineuse,positive
7641,laineux,positive
7642,laïque,negative
7643,laisse,negative
7644,laisser,negative
7645,lait,positive
7646,laiterie,positive
7647,laiteux,positive
7648,laitier,positive
7649,laitier|laitière,positive
7650,laiton,positive
7651,laitue,positive
7652,lama,negative
7653,lambda,positive
7654,lambeau,negative
7655,lambiner,negative
7656,lambrequin,positive
7657,lame,positive
7658,l'amélioration,positive
7659,lamelle,positive
7660,lamentable,negative
7661,lamentablement,negative
7662,lamentation,negative
7663,laminer,positive
7664,l'amour,positive
7665,lampe,positive
7666,lamper,negative
7667,lance,negative
7668,lancement,positive
7669,lancier,negative
7670,lancinant,negative
7671,Lancinement,negative
7672,lanciner,negative
7673,lande,negative
7674,langage,positive
7675,langoureux,negative
7676,langoustine,negative
7677,langue,positive
7678,langueur,negative
7679,languir,negative
7680,languissant,negative
7681,lanterne,positive
7682,lapidaire,negative
7683,lapin,positive
7684,l'appui,positive
7685,laps,negative
7686,laque,negative
7687,laquer,negative
7688,larcin,negative
7689,lard,negative
7690,large,positive
7691,largement,positive
7692,largeur,positive
7693,largo,positive
7694,larguer,negative
7695,larme,negative
7696,larmes,negative
7697,larmoiement,negative
7698,larve,negative
7699,larynx,positive
7700,las,negative
7701,lascif,negative
7702,laser,positive
7703,lasser,negative
7704,lassitude,negative
7705,lasso,negative
7706,latéral,positive
7707,latéralement,negative
7708,latex,negative
7709,latitude,positive
7710,latrines,negative
7711,lauréat,positive
7712,laurier,positive
7713,lavande,positive
7714,lave,negative
7715,lavement,negative
7716,laver,positive
7717,laverie,positive
7718,l'avidité,negative
7719,laxatif,negative
7720,lazie,negative
7721,leader,positive
7722,l'éblouissement,negative
7723,lécher,negative
7724,leçon,positive
7725,lecteur,positive
7726,lectorat,positive
7727,lecture,positive
7728,légal,positive
7729,légalement,positive
7730,légaliser,positive
7731,légalité,positive
7732,légendaire,positive
7733,légende,positive
7734,légender,positive
7735,léger,positive
7736,légère,negative
7737,légèrement,negative
7738,légèreté,positive
7739,légiférer,positive
7740,légion,positive
7741,législateur,positive
7742,législatif,positive
7743,législation,positive
7744,législature,positive
7745,légitime,positive
7746,légitimité,positive
7747,legs,positive
7748,léguer,positive
7749,légume,positive
7750,légumineux,positive
7751,l'élimination,negative
7752,lemme,positive
7753,lendemain,positive
7754,l'enfer,negative
7755,lénification,positive
7756,lent,negative
7757,lente,negative
7758,lentement,negative
7759,lenteur,negative
7760,lentille,positive
7761,l'envie,negative
7762,léopard,negative
7763,lèpre,negative
7764,l'érosion,negative
7765,lesbianisme,negative
7766,lesbien,negative
7767,lésés,negative
7768,lésiner,negative
7769,lésion,negative
7770,l'espère,positive
7771,l'espoir,positive
7772,lessive,positive
7773,lessiver,negative
7774,lest,positive
7775,lester,positive
7776,létal,negative
7777,léthargie,negative
7778,léthargique,negative
7779,lettre,positive
7780,lettrer,positive
7781,leucémie,negative
7782,leurre,negative
7783,lever,positive
7784,levier,positive
7785,lèvre,positive
7786,lévrier,positive
7787,levure,positive
7788,lexique,positive
7789,l'humour,positive
7790,liaison,positive
7791,libéral,positive
7792,libéralisme,positive
7793,libération,positive
7794,libérer,positive
7795,liberté,positive
7796,libidineux,positive
7797,libido,positive
7798,libraire,positive
7799,librairie,positive
7800,libre,positive
7801,librement,positive
7802,licence,positive
7803,licenciement,negative
7804,licenciements,negative
7805,licencier,negative
7806,lichen,negative
7807,licorne,positive
7808,liège,positive
7809,lien,positive
7810,lier,positive
7811,liesse,positive
7812,lieu,positive
7813,lieutenant,positive
7814,lièvre,negative
7815,ligament,positive
7816,ligature,positive
7817,ligne,positive
7818,lignée,positive
7819,ligneux,positive
7820,ligoter,negative
7821,ligue,positive
7822,likeab,positive
7823,lilas,positive
7824,limace,negative
7825,limaille,positive
7826,limbe|limbes,negative
7827,limier,positive
7828,limitatif,negative
7829,limitation,positive
7830,limite,negative
7831,limiter,negative
7832,limitrophe,positive
7833,limoger,negative
7834,limousine,positive
7835,limpidité,positive
7836,lin,positive
7837,l'incapacité,negative
7838,linceul,negative
7839,l'indifférence,negative
7840,l'inégalité,negative
7841,l'inflation,negative
7842,lingot,positive
7843,lingual,positive
7844,linguiste,positive
7845,linguistique,positive
7846,linoléum,positive
7847,l'instabilité,negative
7848,lion,positive
7849,liquéfaction,negative
7850,liquéfier,negative
7851,liqueur,negative
7852,liquidateur,negative
7853,liquidation,negative
7854,liquide,positive
7855,liquider,negative
7856,liquidité,positive
7857,lire,positive
7858,lisibilité,positive
7859,lisible,positive
7860,lisière,positive
7861,lisse,positive
7862,listage,positive
7863,liste,positive
7864,lister,positive
7865,listing,positive
7866,lit,positive
7867,litanie,positive
7868,literie,positive
7869,lithographie,positive
7870,lithologie,positive
7871,lithosphère,positive
7872,litière,negative
7873,litig,negative
7874,litige,negative
7875,litigieux,negative
7876,litre,positive
7877,littéraire,positive
7878,littéralement,positive
7879,littérature,positive
7880,littoral,positive
7881,liturgie,positive
7882,livel,positive
7883,livide,negative
7884,lividité,positive
7885,livraison,positive
7886,livre,positive
7887,livrer,positive
7888,livresque,positive
7889,livret,positive
7890,lmao,positive
7891,lobbyiste,negative
7892,lobe,positive
7893,l'obscurité,negative
7894,local,positive
7895,localisation,positive
7896,localiser,positive
7897,localité,positive
7898,locataire,positive
7899,location,positive
7900,loch,negative
7901,locomotion,positive
7902,locomotive,positive
7903,locuste,negative
7904,locuteur,positive
7905,locution,positive
7906,loft,positive
7907,logarithme,positive
7908,logarithmique,positive
7909,loge,positive
7910,logement,positive
7911,loger,positive
7912,logique,positive
7913,logistique,positive
7914,logo,positive
7915,logotype,positive
7916,loi,positive
7917,lointain,negative
7918,lointainests,negative
7919,loisir,positive
7920,lol,positive
7921,lolol,positive
7922,lombaire,positive
7923,long,positive
7924,longanimité,positive
7925,longe,positive
7926,longévité,positive
7927,longitude,positive
7928,longitudinal,positive
7929,longitudinalement,positive
7930,longue,positive
7931,longueur,positive
7932,loquace,positive
7933,loque,negative
7934,loquet,positive
7935,lorgner,negative
7936,losange,positive
7937,lot,positive
7938,loterie,positive
7939,lotion,positive
7940,loto,positive
7941,louable,positive
7942,louange,positive
7943,louche,negative
7944,loucher,negative
7945,louer,positive
7946,loufoque,negative
7947,loupe,positive
7948,lourd,negative
7949,lourdaud,negative
7950,lourde,negative
7951,lourdement,negative
7952,lourdeur,negative
7953,lous,negative
7954,lovin,positive
7955,loyal,positive
7956,loyauté,positive
7957,loyer,positive
7958,lubie,positive
7959,lubrifiant,negative
7960,lubrification,negative
7961,lubrifier,negative
7962,lubrique,negative
7963,lucidité,positive
7964,luciole,positive
7965,lucki,positive
7966,lucks,positive
7967,lucratif,positive
7968,ludique,positive
7969,lueur,positive
7970,luge,positive
7971,lugubre,negative
7972,luire,positive
7973,lumière,positive
7974,luminescent,positive
7975,lumineux,positive
7976,luminosité,positive
7977,lunaire,positive
7978,lunatique,negative
7979,lune,positive
7980,lunette,positive
7981,lunette|lunettes,positive
7982,lustre,positive
7983,lustrer,positive
7984,luth,positive
7985,lutte,negative
7986,lutter,negative
7987,luttes,negative
7988,lutteur,negative
7989,luv,positive
7990,luxe,positive
7991,luxueux,positive
7992,luxure,negative
7993,luxuriant,positive
7994,luzerne,positive
7995,lymphatique,positive
7996,lymphe,positive
7997,lyncher,negative
7998,lynx,negative
7999,lypémanie,negative
8000,lyre,positive
8001,lyrique,positive
8002,lys,positive
8003,maboul,negative
8004,macabre,negative
8005,macération,negative
8006,mâcher,negative
8007,machine,positive
8008,machinerie,positive
8009,machiniste,positive
8010,mâchoire,positive
8011,macis,negative
8012,maçon,positive
8013,madame,positive
8014,mademoiselle,negative
8015,mafia,negative
8016,magasin,positive
8017,magazine,positive
8018,magenta,positive
8019,magicien,positive
8020,magie,positive
8021,magique,positive
8022,magistrat,positive
8023,magma,negative
8024,magnanimité,positive
8025,magnat,positive
8026,magnétisme,positive
8027,magnétite,positive
8028,magnificence,positive
8029,magnifique,positive
8030,magnitude,positive
8031,magot,positive
8032,maigre,negative
8033,maille,positive
8034,maillet,negative
8035,maillon,positive
8036,maillot,positive
8037,main,positive
8038,maintenance,positive
8039,maintien,positive
8040,maire,positive
8041,maison,positive
8042,maisonnée,positive
8043,maître,positive
8044,maîtrise,positive
8045,majesté,positive
8046,majestueux,positive
8047,majeur,positive
8048,majordome,positive
8049,majorité,positive
8050,majuscule,positive
8051,mal,negative
8052,malade,negative
8053,malades,negative
8054,maladie,negative
8055,maladif,negative
8056,maladresse,negative
8057,maladroit,negative
8058,mal-aimé,negative
8059,malais|malaise,negative
8060,malaise,negative
8061,malaria,negative
8062,malavisé,negative
8063,malaxer,positive
8064,malchance,negative
8065,malchanceux,negative
8066,malédiction,negative
8067,malencontreux,negative
8068,malentendu,negative
8069,malepeste,negative
8070,malfaçon,negative
8071,malformation,negative
8072,malfrat,negative
8073,malgré,negative
8074,malheur,negative
8075,malheureusement,negative
8076,malheureux,negative
8077,malhonnête,negative
8078,malhonnêteté,negative
8079,malice,negative
8080,malicieux,negative
8081,maligne,negative
8082,malignes,negative
8083,malignité,negative
8084,maline,positive
8085,maline|malines,positive
8086,malle,negative
8087,malléable,positive
8088,malmenage,negative
8089,malpoli,negative
8090,malpropre,negative
8091,malsain,negative
8092,Malsanité,negative
8093,maltraitance,negative
8094,maltraiter,negative
8095,malveilants,negative
8096,malveillance,negative
8097,malveillant,negative
8098,malveillants,negative
8099,malversation,negative
8100,maman,positive
8101,mamelon,positive
8102,mammifère,positive
8103,mammouth,negative
8104,management,positive
8105,manche,positive
8106,manchette,positive
8107,mandamus,negative
8108,mandarin,positive
8109,mandarine,positive
8110,mandataire,positive
8111,mandater,positive
8112,mandibule,negative
8113,mandoline,positive
8114,mandrin,negative
8115,manège,positive
8116,manette,positive
8117,mangeoire,positive
8118,manger,positive
8119,mangeur,positive
8120,mangoustanier,positive
8121,mangue,positive
8122,maniable,positive
8123,maniac,negative
8124,maniaque,negative
8125,manie,negative
8126,manier,positive
8127,manière,negative
8128,maniérer,negative
8129,manif,positive
8130,manifestant,positive
8131,manifeste,positive
8132,manifestement,positive
8133,manifester,positive
8134,manifestesévidents,positive
8135,manigancer,positive
8136,manipula,negative
8137,manipulation,negative
8138,manivelle,negative
8139,manne,positive
8140,mannequin,negative
8141,manœuvre,positive
8142,manœuvrer,positive
8143,manoir,negative
8144,manque,negative
8145,manquement,negative
8146,manquer,negative
8147,mansuétude,positive
8148,manteau,positive
8149,manucure,positive
8150,manucurer,positive
8151,manuel,positive
8152,manuelle,positive
8153,manuscrit,positive
8154,maquereau,negative
8155,maquillage,positive
8156,mar,negative
8157,marais,negative
8158,marasme,negative
8159,marbre,positive
8160,marbrer,positive
8161,marchand,positive
8162,marchander,positive
8163,marchandise,positive
8164,marche,positive
8165,marcher,positive
8166,marcheur,positive
8167,mare,negative
8168,marécage,negative
8169,marécageux,negative
8170,maréchal,positive
8171,marée,negative
8172,marginal,negative
8173,mariage,positive
8174,marier,positive
8175,marieur,positive
8176,marijuana,negative
8177,marin,positive
8178,marinade,negative
8179,marine,positive
8180,marionnette,negative
8181,maritime,positive
8182,marmelade,positive
8183,marmite,positive
8184,marmonner,negative
8185,marne,positive
8186,marner,positive
8187,maronner,negative
8188,marque,positive
8189,marquer,positive
8190,marqueter,negative
8191,marqueterie,negative
8192,marquis,positive
8193,marrade,positive
8194,marrant,positive
8195,marrer,positive
8196,marron,positive
8197,mars,positive
8198,marteau,negative
8199,martelage,negative
8200,marteler,negative
8201,martial,positive
8202,martingale,positive
8203,martyr,negative
8204,martyr|martyre,negative
8205,Martyrisation,negative
8206,martyriser,negative
8207,mascarade,negative
8208,masculin,positive
8209,masculinité,positive
8210,masochis,negative
8211,masochisme,negative
8212,masque,negative
8213,masquer,negative
8214,massacre,negative
8215,massacrer,negative
8216,massage,positive
8217,masse,negative
8218,masser,positive
8219,massif,negative
8220,mastiquer,negative
8221,masturbation,positive
8222,masturber,positive
8223,mat,negative
8224,match,positive
8225,mate,positive
8226,matelas,positive
8227,matelassage,positive
8228,matelasser,positive
8229,matelot,positive
8230,matérialiser,positive
8231,matérialisme,negative
8232,matérialiste,negative
8233,matérialité,negative
8234,matériau|matériaux,positive
8235,matériel,positive
8236,matériellement,positive
8237,maternel,positive
8238,maternité,positive
8239,mathématicien,positive
8240,mathématique,positive
8241,matière,negative
8242,matin,positive
8243,matinée,positive
8244,matou,positive
8245,matraque,negative
8246,matraquer,negative
8247,matrice,positive
8248,matrone,positive
8249,maturité,positive
8250,maudire,negative
8251,maudit,negative
8252,maudite,negative
8253,maugréer,negative
8254,mausolée,negative
8255,maussade,negative
8256,maussadeq,negative
8257,maussaderie,negative
8258,mauvais,negative
8259,mauvaise,negative
8260,mauvaiseté,negative
8261,mauve,positive
8262,mauviette,negative
8263,maximal,positive
8264,maxime,positive
8265,maximum,positive
8266,méandre,negative
8267,meanie,negative
8268,mec,negative
8269,mécanicien,positive
8270,mécanique,positive
8271,mécanisme,positive
8272,mécénat,positive
8273,mécène,positive
8274,méchanceté,negative
8275,méchant,negative
8276,méchants,positive
8277,mèche,positive
8278,méconnaître,negative
8279,mécontent,negative
8280,mécontentement,negative
8281,médaille,positive
8282,médailler,positive
8283,médaillon,positive
8284,médecin,positive
8285,médecine,positive
8286,média,positive
8287,médian,positive
8288,medias,positive
8289,médias,positive
8290,médiateur,positive
8291,médiateur|médiatrice,positive
8292,médiation,positive
8293,médical,positive
8294,médicament,negative
8295,médicinal,positive
8296,médiéval,negative
8297,médiocre,negative
8298,médiocrité,negative
8299,méditatif,positive
8300,méditation,positive
8301,méditer,positive
8302,méditerranéen,positive
8303,médium,positive
8304,medley,positive
8305,méduser,negative
8306,meeting,positive
8307,méfait,negative
8308,méfaits,negative
8309,méfiance,negative
8310,méfiant,negative
8311,méfiez-vous,negative
8312,meilleur,positive
8313,melanchol,negative
8314,mélancolie,negative
8315,mélancolique,negative
8316,mélancoliquement,negative
8317,mélanger,positive
8318,mélasse,negative
8319,mêler,positive
8320,mélodie,positive
8321,mélodieux,positive
8322,mélodramatique,negative
8323,mélodrame,negative
8324,membrane,positive
8325,membre,positive
8326,mémo,positive
8327,mémoire,positive
8328,mémorable,positive
8329,memorial,positive
8330,mémorial,positive
8331,mémoriaux,negative
8332,mémoriser,positive
8333,menaçant,negative
8334,menace,negative
8335,menacer,negative
8336,ménage,positive
8337,ménagerie,negative
8338,menançante,negative
8339,mençants,negative
8340,mendiant,negative
8341,mendicité,negative
8342,mendier,negative
8343,mener,positive
8344,ménestrel,positive
8345,meneur,positive
8346,ménisque,positive
8347,mensonge,negative
8348,mensonger,negative
8349,menstruation,negative
8350,menstruel,positive
8351,mensualité,positive
8352,mensuel,positive
8353,mensuellement,positive
8354,mental,negative
8355,menteur,negative
8356,menthe,positive
8357,menti,negative
8358,mention,positive
8359,mentionner,positive
8360,mentir,negative
8361,mentor,positive
8362,menu,positive
8363,menuisier,positive
8364,méprendre,negative
8365,mépris,negative
8366,méprisable,negative
8367,méprisant,negative
8368,méprise,negative
8369,mépriser,negative
8370,mer,positive
8371,mercantile,positive
8372,mercenaire,negative
8373,merci,positive
8374,mercuriel,negative
8375,merde,negative
8376,merdique,negative
8377,merdouille,negative
8378,mère,positive
8379,méridien,positive
8380,méridien|méridienne,positive
8381,méritant,positive
8382,mérite,positive
8383,mériter,positive
8384,méritoire,positive
8385,merr,positive
8386,merveille,positive
8387,merveilleusement,positive
8388,merveilleux,positive
8389,mesa,positive
8390,mésaise,negative
8391,mésange,positive
8392,mésaventure,negative
8393,mésentente,negative
8394,mésestime,negative
8395,mesquin,negative
8396,mess,negative
8397,message,positive
8398,messager,positive
8399,mesurable,positive
8400,mesure,positive
8401,mesurer,positive
8402,métabolisme,positive
8403,métal,positive
8404,métallurgie,positive
8405,métamorphose,negative
8406,métaphore,positive
8407,métaphorique,positive
8408,métaphysique,positive
8409,métastase,negative
8410,météo,positive
8411,météore,negative
8412,météorique,negative
8413,météorite,negative
8414,météorologie,positive
8415,météorologique,positive
8416,méthanol,negative
8417,méthode,positive
8418,méthodique,positive
8419,méticuleux,negative
8420,métier,positive
8421,mètre,positive
8422,métrique,positive
8423,métrologie,positive
8424,métropole,positive
8425,métropolitain,positive
8426,mettre,positive
8427,meuble,positive
8428,meubler,positive
8429,meuglement,negative
8430,meugler,negative
8431,meulage,negative
8432,meule,negative
8433,meuleuse,negative
8434,meunier,negative
8435,meurtrier|meurtrière,negative
8436,meurtrissure,negative
8437,meute,positive
8438,miaou,negative
8439,miaulement,negative
8440,miauler,negative
8441,mica,positive
8442,miche,positive
8443,micro,positive
8444,microbe,negative
8445,microbiologie,positive
8446,microcosme,positive
8447,microgramme,positive
8448,micromètre,positive
8449,micron,positive
8450,microphone,positive
8451,microscope,positive
8452,microscopie,positive
8453,microscopique,negative
8454,midi,positive
8455,miel,positive
8456,miette,negative
8457,mieux,positive
8458,mignon,positive
8459,migraine,negative
8460,migrant,negative
8461,migrateur,negative
8462,migration,negative
8463,migrer,negative
8464,mijoter,positive
8465,mildiou,negative
8466,mile,positive
8467,milice,negative
8468,milieu,positive
8469,militaire,positive
8470,militant,negative
8471,mille,positive
8472,millénaire,positive
8473,milliard,positive
8474,millier,positive
8475,milligramme,positive
8476,millimètre,positive
8477,million,positive
8478,millionnaire,positive
8479,mime,positive
8480,mimer,negative
8481,mimétisme,negative
8482,minable,negative
8483,mince,negative
8484,miner,negative
8485,minerai,positive
8486,minéral,positive
8487,minéralogie,positive
8488,minet,positive
8489,mineur,positive
8490,Mineux,negative
8491,miniature,negative
8492,minibus,positive
8493,minimiser,negative
8494,minimum,negative
8495,ministère,positive
8496,ministériel,positive
8497,ministre,positive
8498,minivan,positive
8499,minorité,negative
8500,minou,positive
8501,minuit,positive
8502,minuscule,positive
8503,minute,positive
8504,minutieux,positive
8505,miracle,positive
8506,miraculeux,positive
8507,mirage,negative
8508,miroir,positive
8509,miroitement,positive
8510,miroiter,positive
8511,misérable,negative
8512,misérablement,negative
8513,misère,negative
8514,miséricorde,positive
8515,miséricordieux,positive
8516,mishandle,negative
8517,missile,negative
8518,mission,positive
8519,missionnaire,positive
8520,missive,positive
8521,mistak,negative
8522,misunderst,negative
8523,mite,negative
8524,miteux,negative
8525,mitonner,positive
8526,mitre,positive
8527,mixer,positive
8528,mixte,positive
8529,mixture,negative
8530,mobile,positive
8531,mobilier,positive
8532,mobilisation,positive
8533,mobiliser,positive
8534,mobilité,positive
8535,modal,positive
8536,modalité,positive
8537,mode,positive
8538,modelage,positive
8539,modèle,positive
8540,modeleur,positive
8541,modéliste,positive
8542,modérateur,positive
8543,modération,positive
8544,modérément,positive
8545,modérer,positive
8546,moderne,positive
8547,modernisme,positive
8548,modeste,positive
8549,modestement,positive
8550,modestie,positive
8551,modifiable,positive
8552,modification,negative
8553,modifier,negative
8554,modulation,positive
8555,module,positive
8556,moduler,positive
8557,moelle,positive
8558,mogoloid,negative
8559,moi|mois,positive
8560,moignon,negative
8561,moindre,negative
8562,moine,positive
8563,moins,negative
8564,moisir,negative
8565,moisissure,negative
8566,moisson,positive
8567,moissonner,positive
8568,molaire,positive
8569,moléculaire,positive
8570,molécule,positive
8571,molester,negative
8572,mollesse,negative
8573,mollusque,negative
8574,moment,positive
8575,momentané,negative
8576,momie,negative
8577,monade,positive
8578,monarchie,positive
8579,monarque,positive
8580,monastère,positive
8581,monastique,positive
8582,monde,positive
8583,mondial,positive
8584,monétaire,positive
8585,monnaie,positive
8586,monochrome,negative
8587,monocle,positive
8588,monocouche,positive
8589,monogamie,positive
8590,monogramme,positive
8591,monographie,positive
8592,monologue,negative
8593,monopole,positive
8594,monopoliste,negative
8595,monotone,negative
8596,monotonie,negative
8597,monsieur,positive
8598,monstre,negative
8599,monstrueux,negative
8600,monstruosité,negative
8601,mont,positive
8602,montage,positive
8603,montagne,positive
8604,montagneux,positive
8605,montant,positive
8606,monter,positive
8607,monticule,negative
8608,montrer,positive
8609,monture,positive
8610,monument,positive
8611,monumental,positive
8612,monumentaux,positive
8613,mooch,negative
8614,moodi,negative
8615,moody,negative
8616,moque,negative
8617,moquent,negative
8618,moquerie,negative
8619,moqueur,negative
8620,moral,positive
8621,moralité,positive
8622,moratoire,negative
